D:\METABOLOMICS_DATA\UDN_Pilot1_P_A_UDN000010_M_008.D 23 Jun 16   1:50 am
Start of data points
6.09313,13398349
6.0994,14985967
6.10565,17003110
6.1119,20372660
6.11817,26441606
6.12442,35211276
6.13067,44675288
6.13693,50711248
6.14318,49592652
6.14943,35936212
6.1557,15041412
6.16195,5882726
6.1682,3415903
6.17447,1904135
6.18072,972135
6.18697,606801
6.19322,505616
6.19948,474656
6.20573,460396
6.21198,442880
6.21825,432554
6.2245,425286
6.23075,445096
6.23702,477456
6.24327,502962
6.24952,489902
6.25578,468671
6.26203,445284
6.26828,444597
6.27455,467717
6.2808,502944
6.28705,579737
6.29332,796493
6.29957,1012423
6.30582,986207
6.31208,683524
6.31833,380759
6.32458,225454
6.33083,171886
6.3371,154950
6.34335,153281
6.3496,152362
6.35587,155817
6.36212,157837
6.36837,159773
6.37463,161176
6.38088,165217
6.38713,168261
6.3934,162610
6.39965,162812
6.4059,163282
6.41217,177612
6.41842,193066
6.42467,213104
6.43093,215436
6.43718,215506
6.44343,203089
6.4497,191483
6.45595,183598
6.4622,181504
6.46845,187975
6.47472,175899
6.48097,175733
6.48722,169237
6.49348,166331
6.49973,156556
6.50598,166334
6.51225,202984
6.5185,277237
6.52475,375945
6.53102,412338
6.53727,368418
6.54352,312125
6.54978,350620
6.55603,558877
6.56228,857362
6.56855,1003123
6.5748,843524
6.58105,542558
6.58732,322630
6.59357,211090
6.59982,168843
6.60607,151722
6.61233,141914
6.61858,138460
6.62483,132678
6.6311,131105
6.63735,126408
6.6436,123503
6.64987,119641
6.65612,119089
6.66237,119749
6.66863,122866
6.67488,122398
6.68113,126489
6.6874,129222
6.69365,138111
6.6999,144931
6.70617,150514
6.71242,156039
6.71867,168847
6.72493,182519
6.73118,195181
6.73743,196649
6.74368,198073
6.74995,199918
6.7562,226269
6.76245,271182
6.76872,343233
6.77497,457547
6.78122,613839
6.78748,757927
6.79373,738200
6.79998,562763
6.80625,405034
6.8125,363593
6.81875,409996
6.82502,434310
6.83127,382874
6.83752,302715
6.84378,288849
6.85003,337125
6.85628,372751
6.86255,336213
6.8688,252200
6.87505,188673
6.8813,167936
6.88757,176191
6.89382,193502
6.90007,199071
6.90633,194061
6.91258,178764
6.91883,181818
6.9251,202064
6.93135,231391
6.9376,257295
6.94387,255241
6.95012,226817
6.95637,183044
6.96263,142284
6.96888,119079
6.97513,131140
6.9814,157818
6.98765,205115
6.9939,251681
7.00017,292152
7.00642,340015
7.01267,402898
7.01892,507440
7.02518,674348
7.03143,904382
7.03768,1175568
7.04395,1366177
7.0502,1351462
7.05645,1089153
7.06272,725916
7.06897,440778
7.07522,283944
7.08148,190793
7.08773,150531
7.09398,129779
7.10025,134419
7.1065,150860
7.11275,173013
7.11902,209318
7.12527,377697
7.13152,1007117
7.13778,2687481
7.14403,5771910
7.15028,9993862
7.15653,14619285
7.1628,19580176
7.16905,24138638
7.1753,28875428
7.18157,34075292
7.18782,39695408
7.19407,45088880
7.20033,49441176
7.20658,52498268
7.21283,53449748
7.2191,48797676
7.22535,32234732
7.2316,10876640
7.23787,2950680
7.24412,1729508
7.25037,1388414
7.25663,866816
7.26288,442114
7.26913,272791
7.2754,231675
7.28165,222517
7.2879,214046
7.29415,199790
7.30042,190277
7.30667,169490
7.31292,147253
7.31918,129607
7.32543,112581
7.33168,109239
7.33795,110118
7.3442,118438
7.35045,127557
7.35672,152865
7.36297,183691
7.36922,250667
7.37548,363662
7.38173,527176
7.38798,658397
7.39425,639446
7.4005,475278
7.40675,292339
7.41302,177111
7.41927,126936
7.42552,118483
7.43177,119851
7.43803,125617
7.44428,122660
7.45053,118987
7.4568,111543
7.46305,107630
7.4693,99298
7.47557,96616
7.48182,99186
7.48807,101313
7.49433,106705
7.50058,111596
7.50683,119885
7.5131,132502
7.51935,197392
7.5256,430650
7.53187,1026552
7.53812,1916049
7.54437,2549142
7.55063,2456874
7.55688,1819923
7.56313,1198838
7.56938,773801
7.57565,475091
7.5819,288875
7.58815,192797
7.59442,144366
7.60067,128631
7.60692,133734
7.61318,179564
7.61943,275015
