D:\METABOLOMICS_DATA\UDN_Pilot1_P_A_UDN000015_M_026.D 23 Jun 16   4:40 am
Start of data points
6.09303,4208422
6.0993,4949573
6.10555,5409120
6.1118,5901107
6.11807,6237944
6.12432,6480620
6.13057,6717033
6.13683,7118149
6.14308,7613887
6.14933,8122834
6.1556,8547926
6.16185,9136998
6.1681,9867641
6.17437,11010883
6.18062,12413284
6.18687,14594618
6.19313,17619626
6.19938,21992026
6.20563,27752402
6.2119,35199664
6.21815,43705336
6.2244,49900280
6.23065,52022828
6.23692,46384508
6.24317,24827472
6.24942,5029389
6.25568,774833
6.26193,342179
6.26818,296790
6.27445,313290
6.2807,354985
6.28695,351392
6.29322,293941
6.29947,235574
6.30572,189279
6.31198,180512
6.31823,202372
6.32448,260579
6.33075,308853
6.337,304008
6.34325,280441
6.34952,271039
6.35577,276272
6.36202,271303
6.36827,275634
6.37453,281710
6.38078,264374
6.38703,219316
6.3933,166194
6.39955,142953
6.4058,134960
6.41207,139173
6.41832,145745
6.42457,158775
6.43083,158468
6.43708,156159
6.44333,145750
6.4496,142540
6.45585,134610
6.4621,135201
6.46837,149519
6.47462,165213
6.48087,201997
6.48713,257529
6.49338,317408
6.49963,373813
6.50588,381807
6.51215,350017
6.5184,273557
6.52465,217213
6.53092,181383
6.53717,158142
6.54342,138048
6.54968,124737
6.55593,120413
6.56218,126729
6.56845,171884
6.5747,355362
6.58095,798122
6.58722,1300330
6.59347,1450757
6.59972,1115884
6.60598,667367
6.61223,385946
6.61848,254755
6.62475,196894
6.631,166553
6.63725,155567
6.6435,147949
6.64977,142465
6.65602,137166
6.66227,135783
6.66853,130953
6.67478,125017
6.68103,114592
6.6873,112352
6.69355,109353
6.6998,109412
6.70607,108983
6.71232,111284
6.71857,116511
6.72483,115581
6.73108,121277
6.73733,131829
6.7436,136902
6.74985,139875
6.7561,149638
6.76237,148995
6.76862,155073
6.77487,177010
6.78112,222141
6.78738,272101
6.79363,270431
6.79988,231273
6.80615,188456
6.8124,162129
6.81865,147814
6.82492,161824
6.83117,227237
6.83742,388091
6.84368,657635
6.84993,875594
6.85618,871879
6.86245,675684
6.8687,505779
6.87495,463681
6.88122,433882
6.88747,323718
6.89372,228159
6.89998,197738
6.90623,237662
6.91248,279477
6.91873,273273
6.925,213233
